Ticker
MAMI.JK 
MAMIP.JK 
MAPA.JK 
MAPB.JK 
MAPI.JK 
MARI.JK 
MARK.JK 
MASA.JK 
MASB.JK 
MAYA.JK 
MBAP.JK 
MBSS.JK 
MBTO.JK 
MCAS.JK 
MCOL.JK 
MCOR.JK 
MDIA.JK 
MDKA.JK 
MDKI.JK 
MDLN.JK 
MDRN.JK 
MEDC.JK 
MEDS.JK 
MEGA.JK 
MERK.JK 
META.JK 
MFIN.JK 
MFMI.JK 
MGLV.JK 
MGNA.JK 
MGRO.JK 
MICE.JK 
MIDI.JK 
MIKA.JK 
MINA.JK 
MIRA.JK 
MITI.JK 
MKNT.JK 
MKPI.JK 
MLBI.JK 
MLIA.JK 
MLPL.JK 
MLPT.JK 
MMLP.JK 
MNCN.JK 
MOLI.JK 
MORA.JK 
MPMX.JK 
MPOW.JK 
MPPA.JK 
MPRO.JK 
MRAT.JK 
MREI.JK 
MSIN.JK 
MSKY.JK 
MTDL.JK 
MTEL.JK 
MTFN.JK 
MTLA.JK 
MTMH.JK 
MTPS.JK 
MTRA.JK 
MTSM.JK 
MTWI.JK 
MYOH.JK 
MYOR.JK 
MYRX.JK 
MYRXP.JK 
NANO.JK 
NASA.JK 
NASI.JK 
NATO.JK 
NELY.JK 
NETV.JK 
NFCX.JK 
NICK.JK 
NICL.JK 
NIKL.JK 
NIPS.JK 
NIRO.JK 
NISP.JK 
NOBU.JK 
NPGF.JK 
NRCA.JK 
NTBK.JK 
NUSA.JK 
NZIA.JK 
OASA.JK 
OBMD.JK 
OCAP.JK 
OILS.JK 
OKAS.JK 
OLIV.JK 
OMRE.JK 
OPMS.JK 
PADI.JK 
PALM.JK 
PAMG.JK 
PANI.JK 
PANR.JK 
PANS.JK 
PBID.JK 
PBRX.JK 
PBSA.JK 
PCAR.JK 
PDES.JK 
PEGE.JK 
PEHA.JK 
PGAS.JK 
PGLI.JK 
PGUN.JK 
PICO.JK 
PJAA.JK 
PKPK.JK 
PLAS.JK 
PLIN.JK 
PMJS.JK 
PMMP.JK 
PNBN.JK 
PNBS.JK 
PNGO.JK 
PNIN.JK 
PNLF.JK 
PNSE.JK 
POLA.JK 
POLI.JK 
POLL.JK 
POLU.JK 
POLY.JK 
POOL.JK 
PORT.JK 
POSA.JK 
POWR.JK 
PPRE.JK 
PPRO.JK 
PRAS.JK 
PRDA.JK 
PSAB.JK 
PSDN.JK 
PSGO.JK 
PSKT.JK 
PSSI.JK 
PTBA.JK 
PTDU.JK 
PTIS.JK 
PTPP.JK 
PTPW.JK 
PTRO.JK 
PTSN.JK 
PTSP.JK 
PUDP.JK 
PURA.JK 
PURE.JK 
PURI.JK 
PWON.JK 
PYFA.JK 
PZZA.JK 
RAFI.JK 
RAJA.JK 
RALS.JK 
RANC.JK 
RBMS.JK 
RCCC.JK 
RDTX.JK 
REAL.JK 
RELI.JK 
RICY.JK 
RIGS.JK 
RIMO.JK 
RISE.JK 
RMBA.JK 
RMKE.JK 
ROCK.JK 
RODA.JK 
RONY.JK 
ROTI.JK 
RSGK.JK 
RUIS.JK 
RUNS.JK 
SAFE.JK 
SAME.JK 
SAMF.JK 
SAPX.JK 
SATU.JK 
SBAT.JK 
SBMA.JK 
SCCO.JK 
SCMA.JK 
SCNP.JK 
SCPI.JK 
SDMU.JK 
SDPC.JK 
SDRA.JK 
SEMA.JK 
SFAN.JK 
SGER.JK 
SGRO.JK 
SHID.JK 
SHIP.JK 
SICO.JK 
SIDO.JK 
SILO.JK 
SIMA.JK 
SIMP.JK 
SINI.JK 
SIPD.JK 
SKBM.JK 
SKLT.JK 
SKRN.JK 
SKYB.JK 
SLIS.JK 
SMAR.JK 
SMBR.JK 
SMCB.JK 
SMDM.JK 
SMDR.JK 
SMGR.JK 
SMKL.JK 
SMKM.JK 
SMMA.JK 
SMMT.JK 
SMRA.JK 
SMRU.JK 
SMSM.JK 
SNLK.JK 
SOCI.JK 
SOHO.JK 
SONA.JK 
SOSS.JK 
SOTS.JK 
SPMA.JK 
SPTO.JK 
SQMI.JK 
SRAJ.JK 
SRIL.JK 
SRSN.JK 
SRTG.JK 
SSIA.JK 
SSMS.JK 
SSTM.JK 
STAA.JK 
STAR.JK 
STTP.JK 
SUGI.JK 
SULI.JK 
SUPR.JK 
SURE.JK 
SWAT.JK 
SWID.JK 
TALF.JK 
TAMA.JK 
TAMU.JK 
TAPG.JK 
TARA.JK 
TAXI.JK 
TAYS.JK 
TBIG.JK 
TBLA.JK 
TBMS.JK 
TCID.JK 
TCPI.JK 
TDPM.JK 
TEBE.JK 
TECH.JK 
TELE.JK 
TFAS.JK 
TFCO.JK 
TGKA.JK 
TGRA.JK 
TIFA.JK 
TINS.JK 
TIRA.JK 
TIRT.JK 
TKIM.JK 
TLDN.JK 
TLKM.JK 
TMAS.JK 
TMPO.JK 
TNCA.JK 
TOBA.JK 
TOOL.JK 
TOPS.JK 
TOTL.JK 
TOTO.JK 
TOWR.JK 
TOYS.JK 
TPIA.JK 
TPMA.JK 
TRAM.JK 
TRGU.JK 
TRIL.JK 
TRIM.JK 
TRIN.JK 
TRIO.JK 
TRIS.JK 
TRJA.JK 
TRST.JK 
TRUK.JK 
TRUS.JK 
TSPC.JK 
TUGU.JK 
TURI.JK 
UANG.JK 
UCID.JK 
UFOE.JK 
ULTJ.JK 
UNIC.JK 
UNIQ.JK 
UNIT.JK 
UNSP.JK 
UNTR.JK 
UNVR.JK 
URBN.JK 
UVCR.JK 
VICI.JK 
VICO.JK 
VINS.JK 
VIVA.JK 
VOKS.JK 
VRNA.JK 
WAPO.JK 
WEGE.JK 
WEHA.JK 
WGSH.JK 
WICO.JK 
WIFI.JK 
WIIM.JK 
WIKA.JK 
WINR.JK 
WINS.JK 
WIRG.JK 
WMPP.JK 
WMUU.JK 
WOMF.JK 
WOOD.JK 
WOWS.JK 
WSBP.JK 
WSKT.JK 
WTON.JK 
YELO.JK 
YPAS.JK 
YULE.JK 
ZBRA.JK 
ZINC.JK 
ZONE.JK 
ZYRX.JK 
TRUE.JK 
BELI.JK 
OMED.JK 
CBUT.JK 
MKTR.JK 
BSBK.JK 
PRAY.JK 
PDPP.JK 
KETR.JK 
KDTN.JK 
ZATA.JK 
NINE.JK 
MMIX.JK 
PADA.JK 
ISAP.JK 
VTNY.JK 
CBPE.JK 
BEER.JK 
ELIT.JK 
SOUL.JK 
CBRE.JK 
SUNI.JK 
WINE.JK 
BMBL.JK 
PEVE.JK 
LAJU.JK 
FWCT.JK 
NAYZ.JK 
IRSX.JK 
HALO.JK 
CHIP.JK 
PACK.JK 
VAST.JK 
KING.JK 
PGEO.JK 
FUTR.JK 
HILL.JK 
BDKR.JK 
PTMP.JK 
CUAN.JK 
TRON.JK 
SAGE.JK 
NSSS.JK 
GTRA.JK 
HAJJ.JK 
PIPA.JK 
NCKL.JK 
MENN.JK 
MBMA.JK 
AWAN.JK 
JATI.JK 
RAAM.JK 
DOOH.JK 
TYRE.JK 
MPXL.JK 
SMIL.JK 
MAXI.JK 
KLAS.JK 
VKTR.JK 
RELF.JK 
AMMN.JK 
TGUK.JK 
WIDI.JK 
GRPM.JK 
CRSN.JK 
INET.JK 
MAHA.JK 
RMKO.JK 
CNMA.JK 
HBAT.JK 
FOLK.JK 
ERAL.JK 
PPRI.JK 
GRIA.JK 
CYBR.JK 
LMAX.JK 
HUMI.JK 
MUTU.JK 
MSIE.JK 
RSCH.JK 
BABY.JK 
AEGS.JK 
MYTX.JK 
IOTF.JK 
KOCI.JK 
BREN.JK 
PTPS.JK 
STRK.JK 
LOPI.JK 
KOKA.JK 
UDNG.JK 
IKPM.JK 
MSTI.JK 
RGAS.JK 
AYAM.JK 
SURI.JK 
ASLI.JK 
CGAS.JK 
NICE.JK 
SMLE.JK 
MSJA.JK 
MANG.JK 
ACRO.JK 
GRPH.JK 
SMGA.JK 
ALII.JK 
MPIX.JK 
TOSK.JK 
UNTD.JK 
LIVE.JK 
MEJA.JK 
MKAP.JK 
HYGN.JK 
BAIK.JK 
VISI.JK 
AREA.JK 
ATLA.JK 
MHKI.JK 
DATA.JK 
SOLA.JK 
BATR.JK 
SPRE.JK 
PART.JK 
BLES.JK 
ISEA.JK 
GOLF.JK 
GUNA.JK 
LABS.JK 
DOSS.JK 
NEST.JK 
VERN.JK 
PTMR.JK 
DAAZ.JK 
BOAT.JK 
NAIK.JK 
AADI.JK 
MDIY.JK 
KSIX.JK 
YOII.JK 
RATU.JK 
BRRC.JK 
HGII.JK 
OBAT.JK 
CBDK.JK 
DGWG.JK 
KAQI.JK 
MINE.JK 
YUPI.JK 
FORE.JK 
MDLA.JK 
DKHH.JK 
PSAT.JK 
ASPR.JK 
CDIA.JK 
COIN.JK 
CHEK.JK 
BLOG.JK 
MERI.JK 
PMUI.JK 
